path_id,time,state_1,state_2,fate_label
path_0000,0.0,-1.175828273052922,-0.03165752784802617,major
path_0000,0.025,-1.1185410688129793,-0.0010882331693591698,major
path_0000,0.05,-1.086154349044429,-0.024173409907183634,major
path_0000,0.075,-1.0258955995526269,-0.0018237074707998895,major
path_0000,0.1,-0.9765144643112033,0.018129129072544044,major
path_0000,0.125,-0.9596545435260811,0.006411904889480306,major
path_0000,0.15,-0.8803209911751714,0.007463158984620893,major
path_0000,0.175,-0.7817757508143545,-0.0032641407463343507,major
path_0000,0.2,-0.7701601948869768,0.014839352303627571,major
path_0000,0.225,-0.7534159658150623,0.01136719519768474,major
path_0000,0.25,-0.6633306738243437,-0.004571257386530187,major
path_0000,0.275,-0.6193301443318601,0.0007382768112996008,major
path_0000,0.3,-0.6004247857449074,-0.028116814337501517,major
path_0000,0.325,-0.5183122222772106,0.033792387252557926,major
path_0000,0.35,-0.29753642040716227,0.005566564212155815,major
path_0000,0.375,-0.2660640093973745,-0.011179046326675032,major
path_0000,0.4,-0.2116701154013435,-0.024530214495552417,major
path_0000,0.425,-0.16321817650169412,0.018122316984942453,major
path_0000,0.45,-0.11048901438734426,-0.012011235303212414,major
path_0000,0.475,-0.03320549310804225,0.041380592950425635,major
path_0000,0.5,0.03443026217038967,0.04956099684439833,major
path_0000,0.525,0.11879088921921833,0.11083716689302467,major
path_0000,0.55,0.09482183479474157,0.13169732862539965,major
path_0000,0.575,0.19715506512842743,0.20979401195914507,major
path_0000,0.6,0.2547690592012414,0.2425216459897166,major
path_0000,0.625,0.2759919736347006,0.26612791029451915,major
path_0000,0.65,0.3123067261788011,0.29017878616130943,major
path_0000,0.675,0.4320021179054857,0.30877867705204143,major
path_0000,0.7,0.526164036480432,0.4103930731086429,major
path_0000,0.725,0.5158155952856782,0.4382594814976598,major
path_0000,0.75,0.6099101801974913,0.4596758568183403,major
path_0000,0.775,0.6706270342333116,0.49578707151857143,major
path_0000,0.8,0.7184921013319645,0.5508110933749143,major
path_0000,0.825,0.7885927101312059,0.5853751525462411,major
path_0000,0.85,0.8462522874156272,0.6369420337055084,major
path_0000,0.875,0.9152630003150317,0.6326919433759225,major
path_0000,0.9,0.9445144269336574,0.7244154493439758,major
path_0000,0.925,1.0510232664266452,0.7450411728399742,major
